Exports to Country (Unit: US$ Thousand),總計,亞洲,中國大陸,香港,日本,韓國,新加坡,馬來西亞,印尼,越南,泰國,菲律賓,印度,孟加拉,巴基斯坦,澳門,亞塞拜然,柬埔寨,斯里蘭卡,緬甸,不丹,汶萊,尼泊爾,寮國,北韓,哈薩克,烏茲別克,喬治亞,亞美尼亞,土庫曼,塔吉克,吉爾吉斯,中東,沙烏地阿拉伯,科威特,阿拉伯聯合大公國,伊朗,伊拉克,土耳其,卡達,阿曼,以色列,巴林,阿富汗,塞普勒斯,約旦,黎巴嫩,敘利亞,葉門,歐洲,德國,荷蘭,英國,義大利,法國,俄羅斯,西班牙,瑞士,比利時,芬蘭,瑞典,奧地利,波蘭,丹麥,愛爾蘭,匈牙利,葡萄牙,捷克,挪威,斯洛伐克,烏克蘭,希臘,阿爾巴尼亞,保加利亞,教廷,冰島,盧森堡,馬爾他,摩納哥,羅馬尼亞,塞爾維亞,蒙特內哥羅,馬其頓,波士尼亞與赫塞哥維納,克羅埃西亞,斯洛維尼亞,白俄羅斯,摩爾多瓦,立陶宛,愛沙尼亞,拉脫維亞,北美洲,美國,加拿大,中美洲,墨西哥,巴拿馬,哥斯大黎加,巴貝多,巴哈馬,安圭拉,安地卡及巴布達,貝里斯,多明尼克,多明尼加,薩爾瓦多,瓜地馬拉,格瑞那達,海地,宏都拉斯,牙買加,蒙瑟拉特,尼加拉瓜,玻多黎各,聖露西亞,聖文森,千里達及托巴哥,聖克里斯多福及尼維斯,古巴,南美洲,巴西,智利,秘魯,阿根廷,哥倫比亞,玻利維亞,厄瓜多,圭亞那(法屬),蓋亞那,巴拉圭,蘇利南,烏拉圭,委內瑞拉,大洋洲,澳大利亞,紐西蘭,薩摩亞(美屬),斐濟,吉里巴斯,馬爾地夫,諾魯,巴布亞新幾內亞,紐克里多尼亞,萬那杜,所羅門島,大溪地,東加,吐瓦魯,薩摩亞,非洲,南非,安哥拉,赤道幾內亞,剛果,奈及利亞,埃及,賴比瑞亞,阿爾及利亞,波札那,蒲隆地,維德角,喀麥隆,中非共和國,查德,剛果民主共和國,葛摩,貝南,衣索比亞,厄利垂亞,吉布地,加彭,甘比亞,迦納,幾內亞,幾內亞比索,象牙海岸,肯亞,賴索托,利比亞,馬達加斯加,馬拉威,馬利,茅利塔尼亞,摩洛哥,模里西斯,莫三比克,納米比亞,尼日,盧安達,辛巴威,聖多美普林西比,塞內加爾,獅子山,索馬利亞,蘇丹,史瓦帝尼,坦尚尼亞,多哥,突尼西亞,烏干達,布吉那法索,尚比亞
2018年10月,29424037,21702733,9015774,3527684,2030395,1459290,1609196,914633,300001,973282,564048,708868,300560,103130,64214,10603,528,52276,32176,21620,10,657,6854,717,0,2883,1154,1073,231,222,0,158,360088,52207,10696,86139,18210,5458,79163,6278,7025,60722,2375,7,1568,20592,5994,2911,537,2618602,592605,508499,315272,180747,130292,94476,108700,43884,127445,22830,49000,40963,80351,27568,21243,38624,49917,44492,12991,21886,10884,11897,204,9814,0,873,573,1954,5,16062,4625,223,278,448,4253,13465,1066,625,13367,6500,9114,3583456,3362966,220452,314331,241315,8978,8030,312,19,4,57,2028,0,11944,7828,13328,101,2623,6249,943,0,1749,5157,12,81,2371,13,800,217789,97619,20280,39493,13461,25820,423,11836,8,507,1958,374,5544,340,331659,261742,40841,2124,4606,5,448,9296,2089,556,105,1694,67,415,0,327,167146,54820,1441,37,8,10029,33662,116,13004,158,0,1,406,0,0,644,0,706,2481,129,586,44,124,3540,354,0,1714,6383,6692,1023,2808,805,153,104,4676,9610,829,143,2,16,144,0,311,6,76,820,447,1625,225,3426,444,607,248
2018年11月,27681837,20198577,8227371,3205855,1941621,1385300,1631134,815969,303327,875959,510856,663938,290576,91253,124765,8599,153,62494,33598,19004,76,868,541,440,0,2304,672,930,254,8,157,92,390739,54318,11699,83070,12131,4598,77257,8862,9550,91965,1953,91,2543,21299,6563,3867,939,2275605,510413,432836,302555,134793,115769,90712,89726,49024,100874,17587,43129,32352,73060,25103,25803,42465,34959,31598,12816,12932,13067,8239,289,8462,0,240,1499,1407,27,13886,4728,337,297,343,3330,9870,3349,1085,11115,7021,7888,3680664,3467018,213598,273972,205247,8250,8049,89,5,1,6,421,7,10987,8350,8465,0,2446,7995,1185,0,2313,6133,30,16,2152,344,1141,203064,96789,20335,22356,15125,26235,545,14225,1,455,2341,702,3155,650,373964,281299,43191,772,11375,41,570,12540,12950,466,209,1532,14,493,0,293,152705,45513,275,0,51,11882,33976,53,10230,199,0,0,215,0,0,396,0,371,1754,0,1273,92,104,1615,581,0,1363,7129,3207,1469,2686,22,153,23,4183,9384,642,199,4,37,355,0,477,143,410,881,2254,2314,1458,3667,160,547,123
2018年12月,28367469,19966890,8330953,3188376,1863624,1441901,1477390,874614,272734,952419,476043,459401,300492,131400,63231,9911,246,61276,34997,19170,78,1202,830,595,0,3084,1527,744,221,12,125,60,412461,63774,13259,93075,6017,4545,86076,10005,11455,80233,4946,2,1575,24712,7672,4245,855,2824132,639797,530486,363317,208225,175164,98045,87034,53203,126973,22898,66194,39902,88670,31689,25325,43785,29955,38549,21537,13241,13963,17542,420,9572,0,274,673,1188,23,17300,1966,571,418,418,4096,13903,2292,1785,13548,9239,10236,3930895,3717149,213746,278327,213131,9337,6826,155,57,1,83,407,21,10155,6462,8407,23,2914,7019,1391,0,1852,6157,82,0,2995,327,260,227869,119149,17436,24137,15302,29569,396,13343,0,420,1855,610,4761,863,406866,343410,40730,1718,4817,91,537,2368,860,574,79,1825,179,240,0,312,183901,58220,339,35,58,8687,34089,92,7692,225,0,3,292,0,112,710,0,15,1463,1,4366,124,42,3477,1209,0,3316,10145,5079,1767,1990,25,148,22,6500,16848,489,320,17,32,241,17,532,223,151,1941,711,3106,799,4892,303,271,1590
2019年,329157320,231888469,91789357,40325208,23278741,16917052,18183980,9399840,2921604,10771752,5517710,6156565,3281844,1167746,626354,98307,3200,719191,373990,242112,87,11877,10716,10112,0,36207,11646,19978,5830,308,278,1950,5272804,914744,156503,1508015,107505,56506,1021666,100320,132501,782491,38377,1252,27152,302019,63239,43091,16757,29770314,6522200,5863340,3575952,1978696,1521390,1119494,1194339,598778,1405388,261717,634260,404616,899444,347821,336208,579091,487122,454368,187056,197318,145186,124300,5447,101461,0,6133,19573,25716,209,191060,33804,8546,3771,5152,51368,137728,21389,12291,120587,82478,99740,48629018,46247108,2380870,3609390,2845884,106287,82216,3649,692,68,326,6124,111,100899,81148,139960,151,26438,74239,10497,19,20225,66034,687,565,31473,3872,3816,2326225,1177581,212918,229704,176232,301243,6878,122978,197,4212,38741,6910,38524,9621,4006915,3236588,479581,15999,41793,10623,5175,46160,27356,4712,12642,13614,1770,3619,224,3836,2117069,580142,6647,82,786,236472,392316,1433,90195,1159,60,31,3941,25,140,7974,0,1113,16788,154,32976,831,639,26191,10298,1,21380,141774,63899,25874,31070,1284,1678,1685,71358,110338,47756,1664,476,497,1762,18,6364,3381,469,12628,9816,25112,58208,43259,4716,4726,2652
2019年1月,27115105,18692730,7130141,3130946,2129423,1524769,1313574,792372,257720,810399,530639,503784,292393,86823,64740,8601,272,58126,28122,21501,6,1194,787,1053,0,2739,559,1527,140,25,0,86,486007,63993,13531,188561,10458,4748,78270,11606,5022,71439,1922,3,2776,21636,6000,5229,813,2732752,644201,502231,320701,194024,179367,91876,93982,50997,113147,23479,58341,34264,86683,36415,22651,59297,42373,38634,19174,18815,11842,11772,148,8096,0,495,673,1600,8,17438,2263,517,238,219,5142,11688,1196,757,11925,7984,7659,4039190,3792700,246418,294792,231288,9102,7063,389,8,1,13,286,8,10360,6532,8584,1,1002,6945,706,1,1474,6311,25,0,3110,293,1067,203827,103516,18803,24107,13873,25471,631,11500,0,345,1740,557,2585,648,356427,288575,43970,1626,3774,52,415,6467,1154,486,12,1254,185,193,0,277,175015,58441,1125,0,131,10408,38372,76,9424,3,1,0,465,0,0,1010,0,178,831,122,562,39,54,1256,492,1,1115,13251,5491,2020,3944,117,8,193,5919,7155,861,45,2,18,120,0,1030,123,5,907,637,2385,448,4917,225,394,94
2019年2月,20317385,14044702,5284398,2171444,1536041,1033680,1183644,680022,173735,653455,393986,497304,228917,79694,38434,5827,313,40495,21576,15850,0,534,504,515,0,2175,749,788,185,1,0,297,373481,52690,9327,91707,6275,3511,65910,5961,49171,61008,1331,166,2037,17461,3903,2424,599,1989523,474957,387110,246036,129328,93751,66090,78690,39026,97553,16522,40681,29903,54268,22378,11931,39882,25532,25616,14158,14057,8065,13098,233,6316,0,536,614,1452,7,12687,1011,590,405,319,5831,8448,1890,770,8186,5629,5744,3044519,2886863,157646,192681,144759,5500,3961,165,16,14,110,614,0,12453,4845,6218,5,963,4510,734,0,962,3996,3,22,1666,364,650,154180,81702,13890,11224,10689,20681,618,9700,10,127,1570,355,3014,574,259267,220574,26257,49,2348,8,279,1477,513,228,90,1128,11,159,1,220,168067,32954,217,15,10,6625,28291,24,3419,2,5,1,81,0,0,241,0,23,1543,0,839,0,52,602,1072,0,906,12672,3325,756,2014,91,82,0,6258,9035,1770,21,0,24,55,0,200,56,10,377,174,1000,48979,2283,295,328,888
2019年3月,28449497,20037517,7845588,3502061,2058574,1551357,1338893,789700,271298,1062670,500708,469555,328594,115416,64565,8728,533,67103,31701,19253,2,926,620,1417,0,4127,1334,1597,315,58,0,51,442934,77501,12711,103966,11312,4645,96902,7342,10252,71173,1487,40,2909,30562,7164,3567,1384,2690398,609287,519424,314249,198481,167349,93251,93040,52662,131812,23396,61517,36004,80474,34241,19032,47920,30251,33592,19584,15561,11930,9583,423,8589,0,335,2560,1983,33,17194,3599,867,417,447,5584,11662,1849,2293,10867,10011,8278,4134931,3906914,227856,290330,226744,7445,7420,197,3,7,21,322,0,8082,6454,13382,3,1949,6880,669,0,1957,5626,50,4,1993,344,283,195403,101441,15643,19162,12040,29660,503,11045,0,281,2286,435,1936,853,359355,303265,37684,1269,2640,64,347,2155,1512,486,179,870,176,391,0,600,178218,56767,777,0,44,10565,37667,9,7489,178,5,25,279,0,0,657,0,517,1004,6,449,153,41,2046,727,0,1065,13877,3718,1894,2860,69,184,254,7644,13113,1053,91,2,130,266,0,450,151,60,461,378,2500,1939,4662,477,404,152
2019年4月,25559377,17831688,6784064,3047118,1674612,1521221,1415788,767516,257711,977557,437845,416831,264254,93147,52853,7927,185,58809,26415,19827,31,987,471,880,0,2591,632,1669,143,0,0,180,420485,53195,8650,148460,7355,4036,75989,6588,3959,68568,1899,542,2435,27582,5752,3953,1492,2438341,572596,459035,269947,161130,134459,85176,125824,51098,100942,24535,57230,33624,73900,33393,27527,40990,39666,31277,18135,11135,9857,8454,416,6341,0,341,3355,1901,21,14333,2580,431,276,716,2832,9287,1784,549,8638,7040,7164,3829597,3599584,229937,264305,202391,9175,7998,666,8,0,22,301,74,7176,6138,7954,17,3258,6595,1046,16,1801,6012,157,9,3166,8,5,189307,90285,20472,19376,14747,25117,681,8672,0,290,2102,568,6714,272,299454,253310,31617,643,3250,169,417,1017,633,412,94,622,131,3,151,822,157193,50727,354,15,13,10975,35868,38,7244,20,25,1,1113,0,6,534,0,25,968,0,600,0,72,1460,1309,0,676,9322,5671,2163,2634,113,257,84,5821,7912,529,53,246,90,208,0,666,122,0,940,592,1191,370,4600,292,434,193
2019年5月,27548920,19221896,7467776,3515915,1883310,1196126,1676109,786249,164597,893118,475734,564788,283362,123713,55527,8511,119,64451,28359,24543,8,1056,861,488,0,2219,906,2947,232,0,44,415,504178,86605,12183,150005,9273,4229,102143,8290,5280,73940,3003,106,2699,33797,7438,3646,1346,2514936,557559,469409,291236,194312,129809,91329,103568,53811,118209,25658,50025,30654,79457,30593,33498,42721,38997,34699,15906,12904,12236,11858,382,7069,0,797,4702,1734,20,14974,1458,1338,299,681,3467,20326,1828,409,11374,6358,8561,4097375,3909940,187305,280080,212443,9874,5567,319,36,0,11,1098,27,8728,6569,13767,41,3500,7282,915,0,1457,5048,119,4,2046,608,335,210089,110193,20084,20972,14017,26576,637,10800,0,673,3010,497,2039,555,348655,285255,37138,481,4279,210,294,11611,1240,421,145,1039,72,221,0,71,255157,51199,480,19,133,94010,33739,55,9029,213,0,0,190,0,0,803,0,0,1507,0,2976,361,13,1741,994,0,1152,9488,5010,2580,2345,171,124,187,6452,10873,4647,113,2,4,126,0,293,896,3,1272,851,3109,584,5099,862,532,109
2019年6月,28210400,19876999,7478452,3522763,2060860,1608049,1615634,823747,285924,923329,455638,493056,317296,97056,61409,7892,171,64423,33278,18620,18,644,1191,420,0,3524,1623,1013,348,0,9,87,536621,94414,18748,187674,10203,4816,94085,12429,9954,60222,5178,7,2155,26151,6642,3125,783,2544405,522337,513308,301115,187668,130506,98403,104153,56116,125348,27072,56621,34008,79639,27060,32117,43106,36583,32714,16728,15781,14985,10262,589,9097,0,427,1779,2066,6,16906,3480,788,277,554,5706,10549,2069,713,9390,6067,7984,4090580,3891911,198547,251772,189590,9189,6961,352,50,1,29,690,0,7269,6934,8933,0,2876,6952,1001,0,1508,5846,52,2,2634,134,57,218441,110839,19019,19373,14302,25441,749,9836,86,437,14477,692,2616,507,349280,285123,38758,1862,3208,267,482,4941,5016,299,85,318,127,482,39,394,222906,53774,179,0,92,40746,30105,1,6000,48,0,1,208,0,0,992,0,56,1560,0,5193,24,33,2770,381,0,3413,18289,6054,1941,2069,58,168,62,6746,5168,22782,129,1,56,62,6,746,497,0,2527,701,3074,602,2961,330,312,208
2019年7月,28094139,19666593,7705292,3455842,1845681,1435423,1630720,827489,245451,869029,501383,577601,274345,94424,81633,9727,317,58490,27277,16848,2,1173,1340,514,0,2307,667,2596,294,0,1,528,471727,79451,14434,157339,11272,5558,82626,8152,9644,59808,4324,173,2088,25302,6396,3545,1595,2496443,558904,492274,306415,147068,128290,99956,94279,48869,125239,22633,50204,31264,69850,26738,32274,50661,37986,32018,15167,20899,12216,13049,1292,7896,0,332,1021,2890,33,16569,2898,522,299,448,4814,11315,2186,1578,9677,6592,9378,4257914,4042458,215329,373435,286049,9945,8061,211,105,35,0,833,0,8024,9038,28034,24,2413,7364,668,0,3082,5874,115,0,3022,55,209,209897,108991,19891,20424,20826,24305,470,9071,93,266,2054,750,1996,753,318616,243485,42173,979,3065,4723,498,13,677,244,10713,577,152,144,3,119,161084,42386,233,14,141,11412,31062,7,9587,170,12,0,246,3,39,448,0,15,2679,0,2177,4,49,3773,980,0,2610,17023,5609,2202,2005,135,52,172,4656,7916,641,89,0,86,293,0,649,614,14,1463,1031,2047,440,3376,717,260,116
2019年8月,28776413,20339562,8026926,3738136,1967928,1352890,1577952,886310,263717,956866,432806,557175,304911,82720,62225,7338,387,59853,29664,19778,11,634,886,1157,0,3233,855,1692,2824,208,69,122,374484,75162,11261,90664,6020,4954,73767,7069,5877,59402,3796,4,1326,26817,4218,3040,1072,2559430,522667,542150,324164,145887,117305,99231,119740,52079,124448,20430,49713,31831,79127,28567,22705,51058,55432,33631,16131,18078,12425,9357,359,9694,0,481,825,1675,7,15530,5977,759,286,362,4272,10355,1489,1481,11254,7853,10022,4278006,4081275,196728,333571,268117,9730,7434,321,25,0,5,471,1,8047,7532,11811,6,2261,4963,799,2,2387,5075,61,89,4029,63,86,210446,109751,20287,19889,15533,26690,457,10680,0,322,1920,637,3661,585,383931,302172,49732,2508,4247,329,665,10004,978,279,50,3489,174,333,0,230,168378,54568,409,19,0,10711,37950,0,3850,26,3,0,364,22,0,473,0,24,853,0,4068,1,68,2477,411,0,3057,12657,8132,1754,2273,91,190,169,5100,7254,668,25,53,26,101,0,556,370,6,669,982,2955,975,2890,441,191,150
2019年9月,28084066,20098232,8119557,3492667,2058697,1178326,1743299,690126,251816,929178,454396,627360,279880,101098,37685,8494,146,59830,34892,21522,0,902,1111,788,0,3109,339,1977,496,0,115,61,399011,81337,11957,91703,12203,4715,80143,8836,8665,58428,5103,104,1809,24055,5648,3224,987,2413202,506970,487564,286362,157459,110660,99910,93558,47769,110232,23384,48998,41504,71380,27799,31528,49857,43404,34564,12629,21505,11596,8572,376,9969,0,718,1630,2673,9,21805,2894,595,172,181,4291,13536,1936,755,8627,6371,9031,4098402,3915766,182554,300229,243012,9062,6652,269,139,0,0,625,0,7141,7601,6192,5,2221,4718,701,0,1251,7197,45,36,1655,739,566,178752,84771,16762,20206,15929,23903,859,8165,7,126,3129,437,2984,1444,307381,240420,46972,842,2734,266,460,26,4343,346,114,882,155,491,0,267,164918,43215,561,0,132,6460,30189,6,8863,234,0,0,97,0,94,801,0,178,979,0,8122,182,16,2632,403,0,1717,7183,6694,3007,4733,221,269,0,5965,10759,11473,420,49,33,185,0,299,161,39,801,1025,1795,410,2677,407,769,25
2019年10月,28973652,20710540,8698266,3446047,2057610,1372279,1636749,839189,238107,927038,459590,529684,227463,116750,30915,7943,154,62116,29597,20632,0,1232,1049,1245,0,2877,886,1854,199,16,40,25,423682,75174,15348,99626,8487,5441,94623,9433,8438,64839,4299,0,3030,23558,5367,3737,2265,2445698,534568,459690,294202,162252,107699,89181,105835,47264,111635,17755,43189,36633,76185,26671,47560,49788,45884,62815,11387,15014,13270,10836,333,8549,0,722,1089,2256,15,17237,2316,465,354,343,3825,10797,1690,524,10127,5950,9162,4143374,3964911,178375,337915,271800,9273,7205,285,250,3,85,381,0,8525,7578,15139,29,1429,4816,1148,0,1290,5142,50,6,2459,530,57,189494,90790,17788,17795,15076,26743,657,9927,0,630,3065,688,4820,1514,432845,355939,43951,1672,3748,3940,333,4316,4887,381,201,1090,262,258,0,261,166423,54088,595,0,9,7691,30633,1002,5852,67,0,1,478,0,1,331,0,79,1940,0,2490,13,92,2755,946,0,906,12828,6977,2373,2445,75,283,332,6145,10770,886,133,15,6,80,12,388,258,97,677,1223,2207,1411,3360,223,547,185
2019年11月,28554232,20609029,8787082,3555487,2040736,1473780,1514040,740539,263317,846777,438900,468646,224394,95803,29282,9114,101,61496,29217,22122,9,905,768,830,0,3455,706,1050,304,0,0,23,405641,88092,12624,91595,8013,3921,80923,7646,7484,69305,3552,90,2003,22298,2624,4085,1367,2217232,445322,472535,279834,123869,98021,97543,79930,45976,108198,15592,51874,29859,67544,24315,18511,51626,48818,40109,11025,13755,12094,7785,396,9328,0,357,687,2246,21,13353,3012,549,395,437,3067,11438,1836,1012,11414,4890,8264,4233055,4051067,181892,333903,274197,8435,6304,142,36,7,1,210,1,7808,5050,8976,9,3013,7438,1263,0,1941,4593,2,334,3289,212,459,181399,91977,15811,16069,13522,21997,322,13930,0,321,2126,541,3478,1268,294177,226080,47486,2063,1258,197,578,4133,1655,542,829,1059,16,100,30,316,146082,41480,954,0,20,13610,31851,167,11772,49,5,0,131,0,0,1315,0,5,1844,26,1223,33,124,2094,125,0,2495,6518,2417,2801,2090,39,13,0,4596,7246,928,100,36,18,152,0,407,63,65,1510,1111,1400,513,3037,287,3,301
2019年12月,29474134,20758981,8461815,3746782,1965269,1669152,1537578,776581,248211,922336,436085,450781,256035,81102,47086,8205,502,63999,53892,21616,0,1690,1128,805,0,3851,2390,1268,350,0,0,75,434553,87130,15729,106715,6634,5932,96285,6968,8755,64359,2483,17,1885,22800,2087,3516,3054,2727954,572832,558610,341691,177218,124174,107548,101740,53111,138625,21261,65867,35068,80937,29651,36874,52185,42196,54699,17032,19814,14670,9674,500,10517,0,592,638,3240,29,13034,2316,1125,353,445,2537,8327,1636,1450,9108,7733,8493,4382075,4203719,178283,356377,295494,9557,7590,333,16,0,29,293,0,7286,6877,10970,11,1553,5776,847,0,1115,5314,8,59,2404,522,42,184990,93325,14468,21107,15678,24659,294,9652,1,394,1262,753,2681,648,297527,232390,33843,2005,7242,398,407,0,4748,588,130,1286,309,844,0,259,153628,40543,763,0,61,13259,26589,48,7666,149,4,2,289,0,0,369,0,13,1080,0,4277,21,25,2585,2458,0,2268,8666,4801,2383,1658,104,48,232,6056,13137,1518,445,70,6,114,0,680,70,170,1024,1111,1449,1537,3397,160,552,231
2020年累計至10月,280300535,200619450,82342578,39931276,19380799,12350225,15595910,7583120,1862501,8388390,4290262,4727109,1968518,672613,355119,73590,3425,547560,247721,178973,115,50747,7784,4925,0,30724,4255,13665,2139,270,69,1134,3931917,720437,106569,996620,69819,48608,882850,66799,49149,679120,28066,562,17244,206384,20621,20695,17245,22920890,4971673,4879450,2718580,1298105,1032173,818103,827081,449192,1163451,191413,462713,348965,685369,358463,321952,484805,354402,442381,127170,84084,108848,103117,3599,97383,0,4425,15106,19244,127,150919,16733,6944,3199,3130,33576,93536,17441,3520,89687,59865,66050,43046887,41267934,1778512,2780117,2256338,66260,62849,2958,442,11,335,5507,85,71214,51662,84486,129,20398,46575,6923,3,18950,53336,705,289,19860,4832,3819,1628210,831236,134822,147031,137948,210876,5790,81279,63,3103,12670,4349,48532,10291,3283253,2702068,349375,13403,22562,4423,2980,56454,30156,3488,3423,10036,1042,2707,389,4266,1350457,372779,4378,183,272,77935,311669,1511,61292,844,108,22,2739,28,63,8067,119,1075,12437,178,23728,843,639,23472,5440,4,20948,96718,39615,13873,20450,673,932,1088,57788,69302,7520,1344,138,184,1447,8,5043,1290,589,10630,7858,20569,8159,34654,3366,5087,2761
2020年1月,25048144,16918477,6570734,2887699,1913887,1200033,1388353,703914,200662,667104,437694,460414,241562,78432,49756,7004,418,53913,28038,21781,8,1331,682,449,0,2494,500,1242,175,0,0,21,481667,88785,10769,156630,9349,5026,98496,5948,7519,63200,2172,41,1445,27098,1494,1924,1476,2418720,548574,469213,275712,172345,103711,79744,96085,48411,135626,19544,52612,40165,78671,29073,20380,53290,44203,33732,15621,9617,12156,9359,598,7197,0,350,1059,1622,1,14633,1275,392,144,204,3268,12707,1686,311,9584,7878,7423,4021134,3832759,188231,290931,237930,9699,5345,416,254,0,0,577,2,7800,5963,6343,37,1128,4475,764,0,1715,5040,0,2,2165,1057,44,175865,83614,14547,15608,13623,27013,718,11547,4,228,1479,644,5450,1312,478116,405231,37345,2638,2340,1,647,20790,1321,262,32,600,53,131,0,102,140525,47254,435,1,15,6645,34445,163,3008,150,1,0,411,0,0,472,0,222,1281,0,1279,285,5,1674,1223,0,1533,5565,4971,2141,2928,7,89,55,5869,7410,1191,374,3,11,174,0,732,8,13,1484,634,1254,446,2189,530,532,247
2020年2月,25369094,18004507,6749424,3053860,1996503,1246535,1580645,728430,234629,922259,456245,545089,238178,84383,39221,6172,178,53108,39055,22468,81,1397,958,538,0,2897,479,1305,241,42,0,4,475485,81428,9008,175664,6302,3232,98382,4581,5768,63222,1877,86,1612,16423,2951,2218,2676,2198960,464709,462763,266380,134643,100923,85048,79479,43420,119732,21765,37655,24064,60325,25608,21125,57505,41030,40736,12100,6505,14819,10815,361,7254,0,770,1793,1507,6,15023,1684,816,287,168,4964,9773,1617,667,7506,5899,7228,3568977,3407711,161192,268230,218925,5968,5085,160,69,10,26,385,0,6925,6180,8611,0,3008,4347,491,0,1119,4568,28,13,1448,403,59,152043,81573,9689,13014,10740,21884,588,7696,21,213,1017,378,4540,688,448417,378287,32307,1284,1555,60,239,24026,540,287,69,1416,24,302,0,573,129629,36322,203,60,43,7913,30796,26,8896,231,0,0,254,0,0,470,0,4,1101,0,614,57,119,1387,442,0,1518,11251,2987,1906,1974,39,154,251,4303,5989,708,136,76,24,98,0,166,55,0,1196,819,1555,337,3858,206,527,144
2020年3月,28251091,20183307,8092298,3645122,2002799,1323997,1583935,762644,269879,1006819,486216,463452,265944,100820,53216,6935,299,56593,32425,21238,5,1140,757,371,0,2228,731,2657,253,3,0,15,518872,113395,16004,118886,7778,6500,120497,6550,10082,71677,2766,36,2327,35145,2471,2313,2445,2528888,508188,525310,271388,159834,131688,83121,122416,43135,121127,18910,52438,31843,81995,87822,21317,56100,42321,44905,15789,7725,10378,13842,414,11391,0,382,1300,2096,35,16905,2040,570,760,134,3397,11006,1610,571,10719,5332,8208,3968278,3777004,191269,284259,225087,5406,6893,317,19,0,46,896,6,8875,9834,11970,0,965,5001,550,0,1757,3615,42,0,2012,639,77,182173,90707,14655,15030,14487,26832,852,11541,0,342,1751,592,4200,1167,305490,241626,37728,1388,2217,195,464,6061,1521,302,186,537,169,494,2,426,185577,48290,1699,0,14,11588,48050,43,6638,50,7,0,305,0,0,2026,0,132,2623,0,1314,79,107,3260,474,0,1440,9089,4233,2148,3325,34,37,127,9136,11886,893,106,1,7,48,0,393,101,125,830,517,2802,797,8807,522,586,112
2020年4月,25218028,18273815,7325493,3882142,1967342,1112174,1410221,624865,172693,696895,441933,400341,82222,39932,27341,7749,305,46943,7796,22096,0,1436,99,540,0,1092,277,1140,49,0,64,27,366785,86781,15072,86239,4971,3090,75111,6796,8321,55525,2721,30,853,15410,1836,2656,1082,1948483,484384,418735,204453,103413,81132,56341,68455,37828,94441,16283,47699,30846,52610,25327,39215,36432,30174,31633,11556,6723,7323,7045,204,10663,0,401,1151,2146,6,11529,1476,300,254,316,992,9379,1894,90,5461,3428,6225,3799722,3649488,150183,260875,214076,6143,5516,364,3,0,4,550,35,5854,5171,6708,19,2409,3560,690,3,2692,3689,90,5,1732,1340,59,132408,64272,12744,14225,7334,17571,339,8250,0,295,1147,514,5129,526,260816,219442,26027,852,3034,145,192,0,4400,355,331,913,139,135,0,265,118774,23012,144,17,106,12068,30458,113,5084,18,2,21,238,0,0,595,12,73,1156,157,5931,37,119,2224,646,0,2156,10324,3011,991,1286,21,14,127,5179,3749,963,251,0,4,83,0,672,168,358,1206,74,1095,1308,1923,360,323,154
2020年5月,26999737,19241320,8259487,3857604,2025188,1086143,1495366,639098,135671,665337,389200,422168,93923,48310,22477,8421,534,50008,11876,15978,0,9784,514,265,0,1911,154,1227,106,17,0,24,319937,62998,10009,63932,7093,5129,70924,7964,3543,61684,3683,2,1178,15843,2055,2333,1431,2184788,494545,478428,247714,122139,101998,67596,70638,46617,129830,17534,48938,33925,61644,26331,36019,37348,23832,38474,12339,7385,8190,9516,242,8227,0,300,2001,1289,10,11971,1206,816,138,439,3207,7869,2063,243,11108,5121,6723,4437907,4270137,167769,206284,158053,5541,5351,418,2,0,155,475,0,5991,2954,11916,3,1739,4068,878,0,2542,3759,131,87,1527,429,190,131592,65018,12998,9668,14451,17250,998,5918,0,398,800,495,2729,869,298688,238016,36859,1410,2712,617,187,2051,3540,342,214,759,77,366,221,455,137886,42352,485,36,0,5274,31431,401,4622,19,11,0,246,0,0,842,8,10,1029,0,1140,18,33,2378,510,0,3184,13269,2890,1205,1745,25,457,195,5921,6004,624,246,0,75,161,0,542,261,19,857,389,3954,1237,2807,317,194,21
